t,pL_tx,pL_ty,pL_tz,pR_tx,pR_ty,pR_tz,ik_err_L,ik_err_R,ik_ok_L,ik_ok_R,left_hip1_joint,left_hip2_joint,left_thigh_joint,left_knee_joint,left_ankle_joint,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
0.180000,-0.000420000,-0.056584518,0.043760933,-0.310851000,-0.056584518,0.034888271,7.237557753e-05,0.000000000e+00,1,1,0.339922160,-0.000010592,0.000025771,-0.881177352,0.530750244,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.182500,-0.000420000,-0.056584518,0.043831544,-0.310851000,-0.056584518,0.034888271,6.527500413e-05,0.000000000e+00,1,1,0.340262895,-0.000010695,0.000025993,-0.881867550,0.530988050,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.185000,-0.000420000,-0.056584518,0.043891820,-0.310851000,-0.056584518,0.034888271,5.790741274e-05,0.000000000e+00,1,1,0.340559711,-0.000010785,0.000026187,-0.882468403,0.531192961,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.187500,-0.000420000,-0.056584518,0.043941518,-0.310851000,-0.056584518,0.034888271,5.032044774e-05,0.000000000e+00,1,1,0.340811419,-0.000010862,0.000026352,-0.882977511,0.531364219,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.190000,-0.000420000,-0.056584518,0.043980422,-0.310851000,-0.056584518,0.034888271,8.921278735e-05,0.000000000e+00,1,1,0.340811419,-0.000010862,0.000026352,-0.882977511,0.531364219,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.192500,-0.000420000,-0.056584518,0.044008336,-0.310851000,-0.056584518,0.034888271,5.438538909e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.195000,-0.000420000,-0.056584518,0.044025093,-0.310851000,-0.056584518,0.034888271,7.113722764e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.197500,-0.000420000,-0.056584518,0.044030551,-0.310851000,-0.056584518,0.034888271,7.659355592e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.200000,-0.000420000,-0.056584518,0.044024593,-0.310851000,-0.056584518,0.034888271,7.063699792e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.202500,-0.000420000,-0.056584518,0.044007131,-0.310851000,-0.056584518,0.034888271,5.318091274e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.205000,-0.000420000,-0.056584518,0.043978105,-0.310851000,-0.056584518,0.034888271,2.418300886e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.207500,-0.000420000,-0.056584518,0.043937482,-0.310851000,-0.056584518,0.034888271,1.656876897e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.210000,-0.000420000,-0.056584518,0.043885259,-0.310851000,-0.056584518,0.034888271,6.873295127e-05,0.000000000e+00,1,1,0.341086563,-0.000010945,0.000026532,-0.883534555,0.531552691,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
